Gouvernorat,Délégation,Localité,Prix,Taille,Proximité,Infrastructure,Type_Agriculture,Additional_Features,Taille_m2,Prix_m2
Beja,Goubellat,Medjez El Bab,8041556,15877 m²,,,,titre foncier,15877.97,506.46
Beja,Goubellat,Mejez El Bab,16033947,49205 m²,,,agrumes,,49205.02,325.86
Beja,Mejez El Bab,Testour,29829579,57858 m²,,électricité,agrumes,,57858.6,515.56
Beja,Goubellat,Testour,2294054,4229 m²,,eau,,,4229.53,542.39
Beja,Goubellat,Beja Nord,3485813,16080 m²,,aucune,vigne,,16080.7,216.77
Beja,Mejez El Bab,Medjez El Bab,13938080,24483 m²,,aucune,agrumes,titre foncier,24483.27,569.29
Beja,Goubellat,Testour,10495559,34437 m²,,aucune,agrumes,titre foncier,34437.64,304.77
Beja,Testour,Testour,20443690,46075 m²,,aucune,agrumes,titre foncier,46075.48,443.7
Beja,Goubellat,Beja Nord,25722415,47074 m²,,eau,olivier,titre foncier,47074.44,546.42
Beja,Mejez El Bab,Mejez El Bab,801864,48597 m²,,électricité,agrumes,,48597.85,16.5
Beja,Testour,Mejez El Bab,2693723,22421 m²,,eau,agrumes,titre foncier,22421.54,120.14
Beja,Mejez El Bab,Téboursouk,2598339,41560 m²,,eau,agrumes,,41560.14,62.52
Beja,Goubellat,Medjez El Bab,5185763,7382 m²,,aucune,olivier,titre foncier,7382.92,702.4
Beja,Testour,Mejez El Bab,3622237,36669 m²,,aucune,agrumes,,36669.75,98.78
Beja,Mejez El Bab,Testour,24474451,38497 m²,,eau,olivier,titre foncier,38497.58,635.74
Beja,Testour,Testour,20215135,30136 m²,,eau,vigne,,30136.31,670.79
Beja,Goubellat,Téboursouk,9041259,42120 m²,,eau,agrumes,titre foncier,42120.94,214.65
Beja,Mejez El Bab,Medjez El Bab,22610406,36262 m²,,électricité,olivier,,36262.52,623.52
Beja,Mejez El Bab,Mejez El Bab,9276925,47481 m²,,électricité,,titre foncier,47481.45,195.38
Beja,Goubellat,Testour,9542484,48873 m²,,aucune,olivier,titre foncier,48873.16,195.25
Beja,Testour,Beja Nord,22533204,55460 m²,,électricité,vigne,,55460.89,406.29
Beja,Mejez El Bab,Mejez El Bab,664196,48446 m²,,,olivier,titre foncier,48446.14,13.71
Beja,Mejez El Bab,Beja Nord,1209262,2526 m²,,,vigne,,2526.56,478.62
Beja,Mejez El Bab,Medjez El Bab,25840139,55368 m²,,électricité,vigne,titre foncier,55368.96,466.69
Beja,Mejez El Bab,Testour,5237483,52622 m²,,,agrumes,titre foncier,52622.16,99.53
Beja,Testour,Mejez El Bab,16481452,57306 m²,,aucune,agrumes,titre foncier,57306.86,287.6
Beja,Testour,Testour,18475188,30924 m²,,,olivier,,30924.44,597.43
Beja,Goubellat,Beja Nord,5662860,27598 m²,,,,,27598.13,205.19
Beja,Testour,Beja Nord,486966,20555 m²,,eau,olivier,titre foncier,20555.8,23.69
Beja,Mejez El Bab,Mejez El Bab,9060323,17742 m²,,,olivier,,17742.38,510.66
Beja,Goubellat,Téboursouk,1011169,1365 m²,,,,,1365.32,740.61
Beja,Goubellat,Testour,5623869,58575 m²,,,agrumes,titre foncier,58575.87,96.01
Beja,Testour,Beja Nord,27684590,39111 m²,,eau,agrumes,titre foncier,39111.92,707.83
Beja,Testour,Beja Nord,4817735,6590 m²,,eau,vigne,,6590.97,730.96
Beja,Mejez El Bab,Medjez El Bab,34309173,55502 m²,,électricité,agrumes,,55502.99,618.15
Beja,Goubellat,Testour,16542769,35288 m²,,,olivier,titre foncier,35288.23,468.79
Beja,Mejez El Bab,Beja Nord,11319444,35917 m²,,électricité,,,35917.64,315.15
Beja,Testour,Mejez El Bab,18363434,42464 m²,,,vigne,titre foncier,42464.7,432.44
Beja,Mejez El Bab,Beja Nord,7149518,39341 m²,,,vigne,,39341.43,181.73
Beja,Testour,Testour,5888941,40884 m²,,,agrumes,titre foncier,40884.07,144.04
Beja,Goubellat,Testour,11987135,30774 m²,,eau,,,30774.12,389.52
Beja,Goubellat,Mejez El Bab,7542246,42498 m²,,,,,42498.71,177.47
Beja,Mejez El Bab,Beja Nord,3938760,25733 m²,,électricité,olivier,titre foncier,25733.44,153.06
Beja,Mejez El Bab,Mejez El Bab,298242,3394 m²,,,,,3394.91,87.85
Beja,Mejez El Bab,Medjez El Bab,7469357,10601 m²,,aucune,agrumes,titre foncier,10601.6,704.55
Beja,Mejez El Bab,Medjez El Bab,9093612,15948 m²,,électricité,vigne,titre foncier,15948.95,570.17
Beja,Goubellat,Téboursouk,132226,192 m²,,électricité,,titre foncier,192.33,687.5
Beja,Testour,Testour,5690265,43176 m²,,eau,agrumes,titre foncier,43176.76,131.79
Beja,Mejez El Bab,Beja Nord,5705394,16379 m²,,aucune,vigne,titre foncier,16379.28,348.33
Beja,Goubellat,Medjez El Bab,27859001,56170 m²,,aucune,olivier,,56170.74,495.97
Beja,Testour,Beja Nord,3160289,11577 m²,,,,titre foncier,11577.0,272.98
Beja,Mejez El Bab,Téboursouk,11957065,20267 m²,,électricité,agrumes,titre foncier,20267.93,589.95
Beja,Mejez El Bab,Testour,10409878,17002 m²,,,,titre foncier,17002.66,612.25
Beja,Mejez El Bab,Mejez El Bab,32894947,56439 m²,,aucune,olivier,,56439.07,582.84
Beja,Testour,Beja Nord,25747986,60039 m²,,eau,vigne,,60039.61,428.85
Beja,Mejez El Bab,Medjez El Bab,9005841,28578 m²,,,olivier,titre foncier,28578.18,315.13
Beja,Goubellat,Testour,8391751,30521 m²,,électricité,,titre foncier,30521.01,274.95
Beja,Mejez El Bab,Medjez El Bab,8301044,14834 m²,,,olivier,,14834.95,559.56
Beja,Mejez El Bab,Mejez El Bab,14851996,50774 m²,,,olivier,titre foncier,50774.32,292.51
Beja,Mejez El Bab,Beja Nord,4959830,51190 m²,,aucune,vigne,titre foncier,51190.32,96.89
Beja,Mejez El Bab,Téboursouk,2443945,59564 m²,,aucune,vigne,,59564.85,41.03
Beja,Testour,Téboursouk,10937301,49534 m²,,électricité,agrumes,titre foncier,49534.88,220.8
Beja,Mejez El Bab,Medjez El Bab,14934261,30785 m²,,eau,agrumes,titre foncier,30785.31,485.11
Beja,Goubellat,Beja Nord,30579116,49320 m²,,aucune,olivier,,49320.36,620.01
Beja,Testour,Mejez El Bab,5277371,17023 m²,,électricité,,,17023.78,310.0
Beja,Testour,Beja Nord,19688523,53431 m²,,aucune,,titre foncier,53431.73,368.48
Beja,Goubellat,Medjez El Bab,17982833,25295 m²,,,,titre foncier,25295.87,710.9
Beja,Testour,Testour,275270,7767 m²,,,olivier,titre foncier,7767.24,35.44
Beja,Mejez El Bab,Medjez El Bab,10947679,40186 m²,,eau,olivier,,40186.77,272.42
Beja,Goubellat,Mejez El Bab,1788315,3498 m²,,aucune,,titre foncier,3498.68,511.14
Beja,Mejez El Bab,Medjez El Bab,1593124,9634 m²,,eau,agrumes,,9634.28,165.36
Beja,Goubellat,Mejez El Bab,7400047,32944 m²,,électricité,olivier,,32944.74,224.62
Beja,Goubellat,Téboursouk,9148461,43982 m²,,eau,vigne,,43982.99,208.0
Beja,Testour,Testour,5666147,31552 m²,,aucune,vigne,titre foncier,31552.22,179.58
Beja,Testour,Testour,151344,3584 m²,,électricité,olivier,,3584.67,42.22
Beja,Testour,Beja Nord,8992958,23063 m²,,électricité,,,23063.6,389.92
Beja,Testour,Mejez El Bab,3349177,10413 m²,,électricité,vigne,,10413.46,321.62
Beja,Mejez El Bab,Medjez El Bab,26146595,58403 m²,,,agrumes,titre foncier,58403.35,447.69
Beja,Testour,Mejez El Bab,6685213,11939 m²,,,,,11939.8,559.91
Beja,Mejez El Bab,Beja Nord,5659164,10384 m²,,électricité,,,10384.17,544.98
Beja,Goubellat,Testour,10876886,46008 m²,,,,titre foncier,46008.57,236.41
Beja,Goubellat,Beja Nord,7823778,20616 m²,,,,,20616.56,379.49
Beja,Goubellat,Mejez El Bab,935578,7833 m²,,eau,,,7833.04,119.44
Beja,Mejez El Bab,Mejez El Bab,26905481,53458 m²,,électricité,olivier,,53458.14,503.3
Beja,Mejez El Bab,Mejez El Bab,23786000,48965 m²,,électricité,,titre foncier,48965.56,485.77
Beja,Mejez El Bab,Téboursouk,19466725,48374 m²,,,vigne,titre foncier,48374.15,402.42
Beja,Goubellat,Mejez El Bab,1686201,35350 m²,,aucune,agrumes,,35350.13,47.7
Beja,Testour,Testour,3899768,18864 m²,,aucune,agrumes,titre foncier,18864.98,206.72
Beja,Goubellat,Medjez El Bab,9730437,55186 m²,,électricité,olivier,titre foncier,55186.24,176.32
Beja,Testour,Medjez El Bab,11871057,27698 m²,,aucune,vigne,,27698.58,428.58
Beja,Mejez El Bab,Beja Nord,9851376,18257 m²,,aucune,olivier,,18257.49,539.58
Beja,Mejez El Bab,Testour,1285223,3373 m²,,eau,agrumes,titre foncier,3373.91,380.93
Beja,Mejez El Bab,Mejez El Bab,619191,1044 m²,,eau,vigne,titre foncier,1044.75,592.67
Beja,Goubellat,Beja Nord,10623324,16188 m²,,électricité,vigne,,16188.17,656.24
Beja,Goubellat,Testour,3380652,42994 m²,,électricité,,titre foncier,42994.43,78.63
Beja,Goubellat,Medjez El Bab,6453024,12643 m²,,eau,agrumes,titre foncier,12643.32,510.39
Beja,Testour,Testour,7942999,12788 m²,,électricité,agrumes,titre foncier,12788.6,621.1
Beja,Goubellat,Testour,25578658,60334 m²,,électricité,,,60334.14,423.95
Beja,Goubellat,Beja Nord,26037234,54201 m²,,aucune,agrumes,titre foncier,54201.33,480.38
Beja,Mejez El Bab,Testour,208726,338 m²,,,agrumes,titre foncier,338.99,615.73
Beja,Goubellat,Testour,12702053,26119 m²,,électricité,vigne,titre foncier,26119.79,486.3
Beja,Mejez El Bab,Téboursouk,855460,1425 m²,,,olivier,,1425.72,600.02
Beja,Goubellat,Téboursouk,18953016,35437 m²,,,vigne,,35437.46,534.83
Beja,Mejez El Bab,Medjez El Bab,16139178,48428 m²,,eau,olivier,titre foncier,48428.19,333.26
Beja,Testour,Téboursouk,25081337,56982 m²,,,olivier,titre foncier,56982.32,440.16
Beja,Testour,Medjez El Bab,593833,2207 m²,,eau,,,2207.23,269.04
Beja,Goubellat,Beja Nord,456093,926 m²,,,agrumes,,926.36,492.35
Beja,Mejez El Bab,Beja Nord,6498847,19921 m²,,eau,vigne,,19921.67,326.22
Beja,Goubellat,Medjez El Bab,14582484,33986 m²,,électricité,,titre foncier,33986.26,429.07
Beja,Testour,Téboursouk,1276455,34433 m²,,,agrumes,titre foncier,34433.66,37.07
Beja,Goubellat,Medjez El Bab,1358266,25483 m²,,électricité,agrumes,,25483.43,53.3
Beja,Mejez El Bab,Téboursouk,3655924,7162 m²,,électricité,agrumes,titre foncier,7162.58,510.42
Beja,Goubellat,Testour,28115703,42613 m²,,,,titre foncier,42613.11,659.79
Beja,Testour,Testour,2777138,57593 m²,,eau,,,57593.09,48.22
Beja,Goubellat,Beja Nord,10754159,58538 m²,,,olivier,,58538.78,183.71
Beja,Mejez El Bab,Mejez El Bab,6515954,50834 m²,,eau,agrumes,titre foncier,50834.41,128.18
Beja,Goubellat,Medjez El Bab,13384849,51180 m²,,,vigne,titre foncier,51180.98,261.52
Beja,Mejez El Bab,Mejez El Bab,918369,5908 m²,,eau,vigne,titre foncier,5908.19,155.44
Beja,Goubellat,Medjez El Bab,1019690,6911 m²,,aucune,olivier,titre foncier,6911.28,147.54
Beja,Mejez El Bab,Testour,4421130,6731 m²,,aucune,olivier,,6731.32,656.8
Beja,Testour,Medjez El Bab,35202121,58837 m²,,eau,,,58837.89,598.29
Beja,Mejez El Bab,Mejez El Bab,1577823,14075 m²,,électricité,agrumes,,14075.14,112.1
Beja,Mejez El Bab,Beja Nord,14838498,34111 m²,,eau,agrumes,,34111.49,435.0
Beja,Testour,Medjez El Bab,14737270,45246 m²,,eau,vigne,titre foncier,45246.6,325.71
Beja,Goubellat,Téboursouk,3728164,7797 m²,,eau,vigne,,7797.55,478.12
Beja,Mejez El Bab,Medjez El Bab,11055463,24054 m²,,aucune,vigne,,24054.01,459.61
Beja,Goubellat,Beja Nord,11861761,39493 m²,,eau,olivier,,39493.13,300.35
Beja,Testour,Mejez El Bab,18350080,27657 m²,,électricité,agrumes,titre foncier,27657.74,663.47
Beja,Mejez El Bab,Téboursouk,3914684,26218 m²,,électricité,olivier,,26218.5,149.31
Beja,Mejez El Bab,Testour,91015,732 m²,,électricité,,titre foncier,732.93,124.18
Beja,Mejez El Bab,Medjez El Bab,24429915,52664 m²,,,olivier,,52664.3,463.88
Beja,Testour,Beja Nord,40479083,58797 m²,,eau,,titre foncier,58797.42,688.45
Beja,Goubellat,Testour,26262749,39614 m²,,électricité,agrumes,,39614.38,662.96
Beja,Goubellat,Téboursouk,9171550,58634 m²,,eau,agrumes,,58634.13,156.42
Beja,Mejez El Bab,Testour,27317815,40537 m²,,,olivier,,40537.5,673.89
Beja,Mejez El Bab,Beja Nord,15805519,46741 m²,,électricité,olivier,titre foncier,46741.15,338.15
Beja,Mejez El Bab,Mejez El Bab,4054021,11018 m²,,électricité,olivier,titre foncier,11018.16,367.94
Beja,Testour,Téboursouk,618369,56062 m²,,,agrumes,titre foncier,56062.54,11.03
Beja,Goubellat,Téboursouk,9148399,28427 m²,,eau,vigne,,28427.07,321.82
Beja,Testour,Mejez El Bab,18477825,34454 m²,,,agrumes,titre foncier,34454.27,536.3
Beja,Testour,Testour,31063328,44922 m²,,,,titre foncier,44922.96,691.48
Beja,Mejez El Bab,Testour,4813221,19589 m²,,,,,19589.83,245.7
Beja,Testour,Téboursouk,16303873,41638 m²,,électricité,olivier,,41638.25,391.56
Beja,Goubellat,Testour,30076387,46185 m²,,aucune,olivier,titre foncier,46185.39,651.21
Beja,Mejez El Bab,Testour,17483726,29863 m²,,électricité,,titre foncier,29863.23,585.46
Beja,Testour,Mejez El Bab,12268571,44095 m²,,aucune,agrumes,titre foncier,44095.07,278.23
Beja,Goubellat,Téboursouk,2276606,17226 m²,,aucune,,titre foncier,17226.14,132.16
Beja,Mejez El Bab,Beja Nord,18344551,37761 m²,,aucune,vigne,,37761.53,485.8
Beja,Testour,Testour,179451,752 m²,,,agrumes,titre foncier,752.51,238.47
Beja,Mejez El Bab,Testour,1659875,13860 m²,,eau,vigne,,13860.02,119.76
Beja,Testour,Beja Nord,33631822,51280 m²,,aucune,vigne,,51280.53,655.84
Beja,Goubellat,Medjez El Bab,24257682,41760 m²,,eau,,titre foncier,41760.23,580.88
Beja,Mejez El Bab,Mejez El Bab,10460724,40995 m²,,électricité,agrumes,titre foncier,40995.12,255.17
Beja,Goubellat,Testour,6358431,46259 m²,,électricité,,,46259.96,137.45
Beja,Mejez El Bab,Beja Nord,7477462,28958 m²,,eau,vigne,titre foncier,28958.84,258.21
Beja,Testour,Testour,18615440,26902 m²,,électricité,,,26902.48,691.96
Beja,Goubellat,Téboursouk,4761120,24539 m²,,,,titre foncier,24539.33,194.02
Beja,Goubellat,Mejez El Bab,7460554,15488 m²,,aucune,olivier,titre foncier,15488.29,481.69
Beja,Testour,Testour,2929674,54780 m²,,électricité,agrumes,titre foncier,54780.75,53.48
Beja,Mejez El Bab,Mejez El Bab,13271365,33977 m²,,électricité,vigne,,33977.74,390.59
Beja,Testour,Beja Nord,18868190,56354 m²,,,,,56354.92,334.81
Beja,Goubellat,Testour,8143189,46066 m²,,,agrumes,,46066.58,176.77
Beja,Testour,Beja Nord,1803346,8085 m²,,aucune,vigne,,8085.67,223.03
Beja,Testour,Beja Nord,6397006,20984 m²,,,,titre foncier,20984.8,304.84
Beja,Mejez El Bab,Mejez El Bab,12754341,21745 m²,,électricité,vigne,,21745.42,586.53
Beja,Testour,Medjez El Bab,41986708,58998 m²,,,vigne,,58998.27,711.66
Beja,Testour,Medjez El Bab,15898410,44962 m²,,aucune,agrumes,titre foncier,44962.84,353.59
Beja,Goubellat,Beja Nord,13701075,19122 m²,,eau,vigne,titre foncier,19122.76,716.48
Beja,Goubellat,Testour,22732417,31679 m²,,,agrumes,titre foncier,31679.28,717.58
Beja,Mejez El Bab,Téboursouk,15068015,25012 m²,,aucune,,,25012.89,602.41
Beja,Mejez El Bab,Testour,2014417,6751 m²,,eau,,titre foncier,6751.86,298.35
Beja,Testour,Testour,5205448,27830 m²,,,,titre foncier,27830.67,187.04
Beja,Testour,Téboursouk,5774831,8910 m²,,aucune,,,8910.54,648.09
Beja,Testour,Mejez El Bab,12653027,32167 m²,,,,titre foncier,32167.35,393.35
Beja,Goubellat,Téboursouk,495901,2785 m²,,eau,agrumes,titre foncier,2785.34,178.04
Beja,Goubellat,Mejez El Bab,913893,8477 m²,,électricité,vigne,titre foncier,8477.68,107.8
Beja,Goubellat,Mejez El Bab,10864790,23280 m²,,électricité,olivier,titre foncier,23280.03,466.7
Beja,Mejez El Bab,Testour,10088986,33915 m²,,électricité,olivier,,33915.98,297.47
Beja,Mejez El Bab,Medjez El Bab,2033855,14497 m²,,aucune,olivier,,14497.51,140.29
Beja,Mejez El Bab,Téboursouk,9529776,18660 m²,,eau,olivier,,18660.59,510.69
Beja,Goubellat,Téboursouk,18576396,47265 m²,,électricité,,,47265.78,393.02
Beja,Testour,Testour,14590169,20151 m²,,eau,olivier,,20151.89,724.01
Beja,Mejez El Bab,Mejez El Bab,8328858,15109 m²,,,,titre foncier,15109.04,551.25
Beja,Goubellat,Mejez El Bab,31076251,52190 m²,,eau,olivier,titre foncier,52190.4,595.44
Beja,Goubellat,Mejez El Bab,5150499,51427 m²,,,agrumes,,51427.85,100.15
Beja,Mejez El Bab,Beja Nord,10242029,20896 m²,,électricité,olivier,titre foncier,20896.13,490.14
Beja,Testour,Beja Nord,14434964,23472 m²,,,agrumes,titre foncier,23472.25,614.98
Beja,Testour,Testour,20264249,39195 m²,,,,titre foncier,39195.84,517.0
Beja,Mejez El Bab,Beja Nord,22017071,52190 m²,,,olivier,titre foncier,52190.47,421.86
Beja,Goubellat,Mejez El Bab,20786560,59182 m²,,électricité,,,59182.19,351.23
Beja,Testour,Medjez El Bab,8605959,31218 m²,,aucune,vigne,,31218.34,275.67
Beja,Mejez El Bab,Mejez El Bab,3522214,37374 m²,,électricité,olivier,titre foncier,37374.94,94.24
Beja,Testour,Testour,4366668,7306 m²,,électricité,agrumes,titre foncier,7306.52,597.64
Beja,Testour,Téboursouk,37931527,53783 m²,,,agrumes,titre foncier,53783.75,705.26
Beja,Goubellat,Mejez El Bab,19836252,31113 m²,,électricité,olivier,,31113.25,637.55
Beja,Mejez El Bab,Téboursouk,16859035,31623 m²,,,vigne,,31623.34,533.12
Beja,Mejez El Bab,Beja Nord,613931,31179 m²,,aucune,olivier,,31179.84,19.69
Beja,Testour,Testour,26529101,48107 m²,,,,titre foncier,48107.9,551.45
Beja,Testour,Testour,910084,4104 m²,,aucune,,,4104.84,221.71
Beja,Testour,Beja Nord,2597927,3888 m²,,eau,vigne,titre foncier,3888.24,668.15
Beja,Goubellat,Téboursouk,32785311,44863 m²,,,,titre foncier,44863.45,730.78
Beja,Mejez El Bab,Testour,608545,58570 m²,,électricité,,titre foncier,58570.34,10.39
Beja,Testour,Testour,9303937,47651 m²,,électricité,olivier,titre foncier,47651.41,195.25
Beja,Goubellat,Medjez El Bab,794382,1575 m²,,aucune,,,1575.75,504.13
Beja,Goubellat,Testour,2631954,5715 m²,,,olivier,,5715.18,460.52
Beja,Mejez El Bab,Testour,26138565,37379 m²,,aucune,olivier,titre foncier,37379.79,699.27
Beja,Testour,Medjez El Bab,29771326,53626 m²,,aucune,vigne,titre foncier,53626.57,555.16
Beja,Testour,Medjez El Bab,1883204,16452 m²,,,agrumes,,16452.95,114.46
Beja,Goubellat,Testour,18177780,51598 m²,,eau,agrumes,titre foncier,51598.91,352.29
Beja,Mejez El Bab,Testour,2302862,58211 m²,,,olivier,titre foncier,58211.9,39.56
Beja,Testour,Medjez El Bab,15047528,28210 m²,,électricité,,,28210.59,533.4
Beja,Goubellat,Beja Nord,16203770,23864 m²,,électricité,agrumes,titre foncier,23864.52,678.99
Beja,Goubellat,Medjez El Bab,2323989,5806 m²,,eau,agrumes,titre foncier,5806.78,400.22
Beja,Mejez El Bab,Testour,15161285,52928 m²,,aucune,vigne,titre foncier,52928.21,286.45
Beja,Goubellat,Testour,36548874,58968 m²,,électricité,,titre foncier,58968.82,619.8
Beja,Mejez El Bab,Téboursouk,19974786,37478 m²,,,olivier,,37478.96,532.96
Beja,Goubellat,Téboursouk,11582816,30257 m²,,électricité,agrumes,,30257.35,382.81
Beja,Mejez El Bab,Testour,10273777,56143 m²,,eau,,,56143.93,182.99
Beja,Mejez El Bab,Mejez El Bab,4826822,13217 m²,,eau,,,13217.29,365.19
Beja,Goubellat,Medjez El Bab,1489019,18513 m²,,,,titre foncier,18513.23,80.43
Beja,Goubellat,Mejez El Bab,13572214,34540 m²,,électricité,,titre foncier,34540.17,392.94
Beja,Goubellat,Téboursouk,13996395,30547 m²,,aucune,olivier,titre foncier,30547.81,458.18
Beja,Testour,Beja Nord,8463422,19471 m²,,électricité,,,19471.81,434.65
Beja,Testour,Téboursouk,3899080,45128 m²,,eau,agrumes,,45128.25,86.4
Beja,Goubellat,Medjez El Bab,7693424,16403 m²,,,agrumes,titre foncier,16403.89,469.0
Beja,Mejez El Bab,Beja Nord,10523779,22732 m²,,électricité,olivier,titre foncier,22732.0,462.95
Beja,Goubellat,Medjez El Bab,32863324,46109 m²,,,vigne,titre foncier,46109.08,712.73
Beja,Testour,Medjez El Bab,12793129,28324 m²,,aucune,vigne,,28324.69,451.66
Beja,Goubellat,Téboursouk,23180032,59864 m²,,,vigne,titre foncier,59864.24,387.21
Beja,Testour,Testour,16909179,50559 m²,,électricité,vigne,titre foncier,50559.68,334.44
Beja,Testour,Testour,12301869,53116 m²,,eau,agrumes,titre foncier,53116.88,231.6
Beja,Mejez El Bab,Testour,9042023,41616 m²,,aucune,agrumes,titre foncier,41616.53,217.27
Beja,Mejez El Bab,Medjez El Bab,30560643,58737 m²,,,vigne,titre foncier,58737.71,520.29
Beja,Testour,Medjez El Bab,17231040,27439 m²,,eau,agrumes,titre foncier,27439.71,627.96
Beja,Testour,Medjez El Bab,327538,12729 m²,,,vigne,titre foncier,12729.81,25.73
Beja,Goubellat,Medjez El Bab,33317864,49335 m²,,eau,agrumes,,49335.68,675.33
Beja,Goubellat,Medjez El Bab,20851540,48352 m²,,eau,agrumes,titre foncier,48352.52,431.24
Beja,Goubellat,Testour,12019761,45938 m²,,électricité,olivier,,45938.32,261.65
Beja,Goubellat,Testour,7603829,41132 m²,,eau,vigne,titre foncier,41132.91,184.86
Beja,Mejez El Bab,Medjez El Bab,10389554,53195 m²,,aucune,agrumes,,53195.2,195.31
Beja,Testour,Beja Nord,352272,1557 m²,,aucune,,titre foncier,1557.35,226.2
Beja,Mejez El Bab,Téboursouk,36982816,57295 m²,,eau,olivier,titre foncier,57295.95,645.47
Beja,Testour,Beja Nord,32990745,45711 m²,,,,,45711.28,721.72
Beja,Testour,Beja Nord,7664351,35168 m²,,eau,agrumes,titre foncier,35168.87,217.93
Beja,Testour,Mejez El Bab,4665185,20301 m²,,eau,agrumes,titre foncier,20301.07,229.8
Beja,Testour,Beja Nord,13837430,42638 m²,,électricité,agrumes,titre foncier,42638.37,324.53
Beja,Goubellat,Testour,3047599,47775 m²,,aucune,agrumes,titre foncier,47775.5,63.79
Beja,Goubellat,Testour,1005953,30885 m²,,aucune,olivier,,30885.89,32.57
Beja,Mejez El Bab,Medjez El Bab,6846858,33397 m²,,aucune,vigne,titre foncier,33397.68,205.01
Beja,Mejez El Bab,Beja Nord,4756472,42951 m²,,électricité,,,42951.71,110.74
Beja,Goubellat,Téboursouk,9061696,30200 m²,,,vigne,titre foncier,30200.62,300.05
Beja,Goubellat,Testour,18761836,33592 m²,,eau,agrumes,,33592.66,558.51
Beja,Testour,Medjez El Bab,5528099,57108 m²,,aucune,vigne,titre foncier,57108.47,96.8
Beja,Goubellat,Mejez El Bab,245702,18227 m²,,eau,,,18227.17,13.48
Beja,Testour,Mejez El Bab,17816001,51843 m²,,aucune,vigne,,51843.45,343.65
Beja,Mejez El Bab,Beja Nord,27664239,43769 m²,,,olivier,titre foncier,43769.76,632.04
Beja,Goubellat,Medjez El Bab,27940783,41391 m²,,aucune,,,41391.3,675.04
Beja,Testour,Medjez El Bab,1805351,4230 m²,,,agrumes,,4230.07,426.79
Beja,Goubellat,Mejez El Bab,1693484,2805 m²,,,vigne,titre foncier,2805.64,603.6
Beja,Testour,Testour,24056760,38520 m²,,aucune,,,38520.4,624.52
Beja,Testour,Mejez El Bab,1846588,38121 m²,,aucune,agrumes,titre foncier,38121.15,48.44
Beja,Mejez El Bab,Medjez El Bab,18081795,30573 m²,,électricité,,,30573.01,591.43
